,Review,Ratings
2297,take pic infinity pool instagrammed not come back two main reason first way overprice second way far away city rather stay similar room hilton pay half price room ok nothing special infinity pool nice crowd restaurant ok try breakfast dinner one thing go place proximity garden bay science museum overall nothing special see go back enough choice city,Neutral
4806,room staff amazing number people child definitely ruin experience look forward see pay credit card never think,Neutral
8411,wait stay expensive finally get chance building structure ship top three tower course attractive thing would catch anybody attention infinity pool beautiful yet short however not bad afterall staycation not expect large pool olympics lol however limited number access pool per room reach marina bay sand convenient train bayfront mrt station shop mall know shoppes also easily access connection love brand shoppes definitely garden bay also accessible bridge beautiful place go,Neutral
7957,hughe good see bit well stay anothet service much well ex capella mandarin oriental service pretty bad standard feel very impersonal very normal request answer no not possible television didnt function properly nothing do fix feel bite like factory pool really amazing view fantastic,Neutral
7517,nothing much could comment wow expect lovely infinity pool view garden bay room quite small compact compare hotel felt like marina bay sand busy commercialized staff look very tired wait long ques check nothing special staff train provide service would not see one go way help one thing comment waiter mr raj kumaran marimutum hope get name right friendly waiter spago restaurant smile way check guest good even show view garden,Neutral
2544,clean spacious connect convention center shop mall close science museum everything need within walk distance good first impression lot uniquely design building one first country visit actively encourage people drink tap water notice check counter tell everything say record,Neutral
5615,course nice everything lack premium feeling tourist around pool limited guest full selfiesticks nice prefer stay touristattraction rather star,Neutral
8423,want experience unique pool top building view stay night win recommend very high price not include breakfast huge mistake high quality quality room ok compare price,Neutral
9879,marina bay sand offer spectacular view infinity pool amaze however huge not much within easy walk distance lobby mass people pretty much service great prefer small intimate non restaurant within easy walk distance,Neutral
5915,come marina bay sand honeymoon marvelous bt say enter little disapppointed no one help bag booked grand club room wait room hour say raghu help us later get room very very couteous warm warmth something miss everyone very tense desk no smile nothing except ti guy raghu completely warm n smile sure love job arrival experience think make mistake select ti pay bomb type room bt enter room hk associate towel art very sweet room,Neutral
10313,totally price service room get price even low could enjoy service st regis good room bed father wasn able get free night win spend money stay give justice good experience stay one night enjoy night view probably best view infinity pool,Neutral
2461,already accommodation mother th birthday take swim sister know since last visit pool hot property access room key book night go swim enjoy cocktail pool dinner ce la vi return yes amaze pool super crowd day honestly question whether worth also rooftop pool enjoy no one send amenity pack room mother birthday thanks think amenity send already bathroom advice think splurge one night,Neutral
1810,woman western woman come misogyny abounds fact photographer pool avoid invisible inspection get casino asian mentality still decades behind woman travel alone not ok yet sad true place grand beautiful turnover huge occupancy really care no hair dryer no scale room breakfast whop tip automatically add everything casino mall large many small city magnificently design israeli moshe safdie crazy crowd especially pool although beautiful not really place go relax see city,Neutral
8490,could not deliver twin room book month advance two room extra bed provide hardly room move nothing else available place definitely overcrowd everywhere infinity pool sky park hit teenage grandson housekeep staff very helpful extra amenity need summary bill look ok return home check mastercard find charge twice stay word overcharge us still try get credit huge amount really spoilt otherwise wonderful experience family,Neutral
8811,view pool amaze feel like rest laurel come usual asian comfort level available hotel american management style really show lack care attention could superb experience upsides pool skydeck amaze infinity pool real treat room large suite club room well appoint downside finish public area paint leave run visible steelwork broken tile lobby like noisy bus station luxury general lack comfort price club lounge bit disappointment lovely view lack comfort,Neutral
3636,let clear marina bay sand not luxury obvious moment step inside confront mass tourist look like emerge cruise ship coach one side reception huge queue guest wait check queue remain long whole time luxury hotel check queues luxury hotel also sort personalised experience staff remember name greet enter marina bay sand deeply impersonal never recognise single staff member not surprisingly didn remember simply big no one place breakfast dozen entrance slip giant hideous shopping mall fill,Neutral
6130,spend two night relative solitude sofitel sentosa resort spa target marina bay sand next hit life saving sense marina bay sand always busy day bask pool sofitel get sms mb ask time arrival etc etc expedite check no worry send sms cheeky upgrade request arrive taxi mb tower face permanent pokemon go gather seem good stuff lobby caught wait queue check staff member come ask detail ok say walks no reason give no advantage apparent bad come room wasn ready,Neutral
9457,big mistake book three night marina bay sand golden week entire transform chinatown not chinese bit turn focus thing chinese one chinese restaurant ground floor family turn away door pm although could see couple empty table inside guess want serve deep pocket chinese diner incredible infinity pool roof die go back bet win chinese holiday spending every minute pool,Neutral
2353,family k yo stay marina bay sand stopover melbourne thailand stay marriott khao lak innthailand comfy couch sit welcome drink personalise service check rude shock hardly anywhere sit fancy thing lobby sit part security guard watch rest massive queue check room not ready get room ok look date previous guest clearly smoke toilet access card didn work suppose underwhelmed whole place especially exorbitant price guess stay iconic building skypark fabulous fun,Neutral
7529,bucket list thing want swim infinity pool nice room overlook garden bay great watch nightly light show no balcony furniture massive balcony not even one chair doesn make sense two massive bed comfy bathroom lovely room service presentation great food wasn beef burger undercooked despite ask well do overprice come home severe food poison either mbs superhero cafe,Neutral
10709,stay short getaway room look great view room also great enjoy bathtub dip spacious room however towards midnight suddenly water start rain one light socket near ac call front desk surprise take minute technician come furthermore second call expedite technician speaking technician issue decide ask technician call front desk request new room take minute get room expectation guest hop swift response note midnight manage get new room around slightly small,Neutral
4339,room clean expect price super crowd wasn enough space elevator come cause wait along time many people roof pool,Neutral
7099,ok pool good room nice service suck well truly feel know another odd room breakfast rise ground floor wasn best felt like eat tourist attraction,Neutral
2145,yes enormous locate perfect spot big room normal room nothing spectacular clean course spectacular view location rooftop pool amaze not really swim everyone take selfies glad stay however probably wouldn go back,Neutral
2110,perfect location access shop restaurant amaze also walk right garden bay sight see lack hospitality service room kinda small compare new york paris size room guess disappointment really hospitality staff stay check pool night cannot visit pool unless guest rightfully view rooftop amaze e joy time disappointed resort really think could better,Neutral
7013,stay last june first impression lobby full loud rowdy korean chinese tourist make wonder whether welcome addition burgeon guest list size weakness staff attend many guest room service poor ask toilet paper take hour deliver room huge nothing spectacular bed bit hard pillow ok cannot use fridge inside room warn rearrange item inside automatically result room charge very obtrusive policy food very expensive like iced tea sky infinity pool,Neutral
10343,friend book th feb check quick expect large queue none per night buy us twin room th floor love floor ceiling window remote control curtain disappoint give complimentary bottle water bit annoy produce key card every time access sky park pool pleasant stay,Neutral
4456,very nice fact couldn stay pool next day pay night absolutely intolerant even ask personal booked reason get very unfriendly unprofessional want stay pool hour every class would find solution stay friendly,Neutral
1271,stay night club room amaze view marina very busy not expect relaxation check check little slow staff come around drink keep everyone refresh queue arrive early room tell would not ready another hour give us guest key meantime advise could go check pool go afternoon tea club lounge wait room great view room marina request not disappoint great view light show happen every evening pm pm pm pool go pool literally half hour not impressed water cold pool full people,Neutral
5485,really excited stay marina bay sand specially infinity pool well pool jacuzzi didn disappoint us really amaze look star service go somewhere else queue everything very cold atmosphere ask room view garden bay one pretty awesome,Neutral
7468,good bad room bad super crowd serious long wait line check check impersonal not very customer friendly staff uninterested bore unfriendly almost rude pool untidy water look dirty fitness small compare rest facility everything drink food very expensive good room great nice clean view beautiful roof top pool must experience conveniently locate shopping mall casino en public transport consider stay nice experience not return,Neutral
6885,stay night rather disappointed high expectation hear much not sure go peak period infinity pool main highlight pack full people difficult get sunbed pool very shallow full people avoid middle section pool child scream splash around stayed minute take photo leave quickly room nothing shout except find cute towel fold elephant place bed nd day stay one plus point room high floor overlook garden bay no shower curtain door,Neutral
7348,truly top class however somehow star exclusivity privacy sadly miss highlight must roof poolside awesome city view restaurant tough book due brisk business overall wud say good experience sure,Neutral
10683,stay three night way bali night way back london iconic look fantastic beautiful view marina ocean depend side room face skypark one main attraction becomes overcrowd evening best time go morning service room good efficient room clean tidy check check sometimes take depends time day ok nothing stand exceptional skypark infinity pool,Neutral
6167,chose stay bucket list location huge always busy time day night business add less ambient lobby people everywhere crowd entry exit shop centre constantly mix check need interconnect room kid take time resolve issue key promptly deal room partner spacious overlook city kid room small view good side building could watch sunset sunrise city room well kept also very well use not sure maintenance schedule must get close refurb shower suite flood,Neutral
10643,goody great build great pool area roof great connection subway city center good shopping possibility really extraordinary service club lounge roof club room no good thing very anonymous something room break tell fix win case shade not properly closing ask time repair without success way elevator pool roof lead trough building area,Neutral
4760,upon arrive greet very arrogant woman check desk not want check us tell number call never rude welcome greet desk like doctor surgery star check college sit next nice shame arrogant check staff attitudes not use,Neutral
11149,stay marina bay sand two occasion room average not outstanding like room service lose lot mark busy run like casino want check check queue like sort government office want reach reception room service telephone put hold minute save grace infinity pool famous plus point want swim infinity pool stay want service great room total star experience recommend stay hotel please remember building gear,Neutral
8769,iconic great city view pool mall integrate expensive average room design iconic hotl no ecowasher jetwasher closet bit noisy room use common material window well choose premier room stay person,Neutral
2401,stay mbs year ago love upgraded suite stay monday night treat big real wow factor walk sadly felt time around size bring big know always client due famous infinity pool doesn bother much beyond service would expect famous non cheap mb lot mixed review reason check ghastly take minute eat pool time not cool big challenge room friend also stay want floor long story short pay,Neutral
11172,stun building truly break take outside inside not cool room basic very bland apart good toiletry coffee make service could stay huge chain brand bit disappointment price pool also beautiful however busy even get super early find spot lounger impossible full screaming kid people leave stuff everywhere not relax like people sure booked pool didn end use,Neutral
1606,wife go night didn get reservation night marina bay sand spent balance night stay nearby marina mandarin conclusion day trip marina mandarin well marina bay sand count except choice restaurant bar latter concierge desk not able get reservation restaurant guest wait taxi long crowd lobby large luxury,Neutral
2418,really survive spectacular pool rooftop imagine anyone would stay otherwise room basic price location okay not great ground floor area lobby concrete monstrosity stay enjoyed pool roof no way would stay much nicer hotel,Neutral
3328,stay honeymoon march book honeymoon package via mb website originally book suite package garden view month however one month notice package price come do suite room city view much cheap original garden room rate change online however very responsive email make change location nice every thing need locate club awesome pool very nice not sure honeymoon package worth didn get much stay suite would get price normal room price honeymoon package quite large little,Neutral
7134,price pay service not par first impression important first arrive felt airport long line checkin no one help luggage upon finally check ask someone take luggage room tell room number no guidance go walk around aimlessly find someone thankfully graciously bring us right room explain everything us know massive three separate tower prior us find someone ourself would clueless anything worked anything pay night pay service yet recieved,Neutral
5639,book city view room club room parent orchid suite hubby check parent breeze hubby nightmare specifically advised month beforehand check early arrive room not ready parent room arrive around make us wait pm try follow worse transfer us one front desk personnel another already fume very obvious not coordinate well housekeep staff stay mb every year time open first time experience kind major inconvenience warm hospitality club wait staff help ease,Neutral
1271,stay night club room amaze view marina very busy not expect relaxation check check little slow staff come around drink keep everyone refresh queue arrive early room tell would not ready another hour give us guest key meantime advise could go check pool go afternoon tea club lounge wait room great view room marina request not disappoint great view light show happen every evening pm pm pm pool go pool literally half hour not impressed water cold pool full people,Neutral
2415,stay night formula stayed deluxe city view room level yeh view nice price pay expect lot shower big shower head pressure terrible lift hot uncomfortable bed not very comfortable seem very tight amenity sometimes not replenished handy stay train close would definitely stay somewhere else ever return grand prix,Neutral
11238,wife finish another annual visit f very honest very undecided return process book next f start look different hotel time around see review like etc found time around personal attention lack area payment system confuse not very efficient even staff check understand site allow guest prepay advance inconvenience guess staff go process payment night f night like week stay take payment night day check,Neutral
9982,enormous lobby like disused aircraft hangar flood loud rude casino go guest long queue check due group separate group check counter room pleasant expect club room stun view pool excellent although pool bar area crowd people not stay guest never,Neutral
3966,believe everyone stay famous infinity pool nice experience yet feel one touristic place go nothing bad yet many ppl however got famous night club celeve casino fine dinning restaurant shop mall easy recommend go pool earliy morning no one lol night time also nice otherwise get crow wont enjoy room nice get marina bay side high floor not know room book strongly recommend book call center help ask request nice yet water leak room next bed stuff come fix yet not fixiable get bucket towel try,Neutral
1977,drive woodland go impressive plant greeniries along street get close building humid time come doorman porter very friendly helpful spite busyness place lobby crowd full tourist check get confused lined staff stand queue luggage tell leave luggage listen porter leave luggage didn want check first think porter organise waited turn serve offer bottle water accept gusto moment already,Neutral
3669,th time mb say every year standard go slowly big plus still very high standard room absolutly clean nice really big stay standard room orchid suit hudge flat absolutly perfekt wit beautifull marina bay view negative seem like hote run much bussines kvality servise fall dowe member club program wait seatlet diner almost hour even not fall thay close diner strictly minute eat rest order situation breakfast everithink get much complikated every turnicets card think sith last stax,Neutral
1157,think everyone stay tick bucket list book well many design build spectacular iconic tower rooftop pool however make no mistake far exclusive room quiet spacious well equip easy forget room venture door admittedly stay night public holiday even queue lift get room trip pool adventure use card gain access pool deck enjoy share view guest make sure access card everyone family include kid win get past,Neutral
8464,enjoy night friend birthday celebration holiday pool great room service housekeep absolute fantastic efficent however front desk one bad service ever encounter lady speak attitude problem cheap accent tower key card wasn work hence ignore stand front front desk busy,Neutral
11191,architecture impressive much crowd swim pool crowd walk whole stretch pool deck find one empty pool chair put thing third row queue minute table breakfast no decent sofa sit lobby everyone sit edge glass sculpture not feel value money since quite pricy staff friendly helpful good variety food selection buffet breakfast,Neutral
9571,second time stay never way big price great place visit much nicer place stay nearby pool small occasion unable get beds pool chaos whole feel like city no personal service wouldn know guest visit day disappoint expensive would expect get bed pool way crowd top hasn think,Neutral
7017,no worry decide stay sure get great view picture nothing else no emotion no exclusive feel unique experience fact place well look outside simply go top watch city get benefit mb stay doesn add value great architecture design pool big bath much people stay access exclusively customer room stay watch city stay take selfie another one etc service various bar doesn help neither amazing people work desengaged finally go mbs short time picture enjoy,Neutral
10807,fascinate thrill extensive advertisement actually stay start one day begin nov receive invitation mb night offer deluxe room instead normal rate night without hesitation book night cancel night stay due sudden occurence soon arrive tower check counter japanese lady warmly greed guide counter check receptionist warm eventhough make lot mistake example put night room deposit instead night not proficient enough use signature pad payment system anyhow arrive,Neutral
9249,besides rooftop pool not special five star marina bay sand must us visit honest book fairer price breakfast expensive well room okay bathroom smell little awkward,Neutral
10846,city within city no need go anywhere three powerful tall tower massive hold room together hold long pool ever build air very busy crowd loud taste casino restaurant constant local guests not value money definite tourist attraction make visit th floor pool nice clear view one see far eyes reach pool top tower unusual novelty,Neutral
5024,infinity pool marina bay sand bucket list get pool stay heard could seem very crowded service wasn always great pool must see definitely worth one night get see experience service hit miss breakfast first day spago line table service slow average buffet run everything regularly no one seem concerned restock not impress next morning go rise selection food well freshly stocked servicewasnt very friendly get job do wasn bad service amaze check experience penthouse suite access,Neutral
11230,treat one night last night holiday honest swim roof top infinity pool highlight room big great toiletry although th floor not impressive view lobby area very noisy time like shop centre not really ambience expect thought get great price deal book com tax add turned very expensive swim do get shirt wouldn return,Neutral
2689,worth stay enjoy city night infinity pool give experience city think humid lit bit hot day not windy worry swim night lol,Neutral
7468,good bad room bad super crowd serious long wait line check check impersonal not very customer friendly staff uninterested bore unfriendly almost rude pool untidy water look dirty fitness small compare rest facility everything drink food very expensive good room great nice clean view beautiful roof top pool must experience conveniently locate shopping mall casino en public transport consider stay nice experience not return,Neutral
5501,could describe tourist spot mega shopping mall vast scale stay heard amaze infinity pool storey high incredible view not disappoint bedroom nd floor tower three face garden bay could not take enough photo include long line ship await dock entry night time view night scene also want visit amaze garden bay freeway access via bridge reach hidden lift say hidden signage terrible take minute find via somewhat round route misdirect staff speak english real problem reception,Neutral
10348,stay dec sell fortunately new year stay one night extremely expensive book suite make sure get good room didn give us suite pain change room eventually give us pay infinity pool freeze cold spend money pool not put heater make great pic vacation know cooler temp freeze pool nice thing wasn crowd everyone afraid brace cold water clientele not exactly classy people world seem know cater glad stay one night price enough,Neutral
3920,title say everywhere surround crazy expensive best feature pool no near breath take photo portray overall bucket list destination not exceptional experience,Neutral
8155,thing like dislike like very close casino access skydeck infinity pool dislike very long check queue very basic room despite star high room rate mediocre customer service render due nearly fully booked time majority guest treat like cattle give mediocre customer service exception vip high roller infinity pool water doesn look clean,Neutral
3067,stay two night honeymoon travel huge almost big appreciate much pretty look outside room nice spacious very clean pool area very hectic one highlight couldn sit relax long many people go lavo top very nice manage get table window outside view unreal night perfect relax whist drink would not stay do tick not place would keep go back,Neutral
10884,amaze lot restaurant store fantastic pool big feel like someone shopping center really difficult find chair near pool really impersonal nice not come back,Neutral
10807,fascinate thrill extensive advertisement actually stay start one day begin nov receive invitation mb night offer deluxe room instead normal rate night without hesitation book night cancel night stay due sudden occurence soon arrive tower check counter japanese lady warmly greed guide counter check receptionist warm eventhough make lot mistake example put night room deposit instead night not proficient enough use signature pad payment system anyhow arrive,Neutral
10804,obviously landmark marina bay sand definitely tick box travel residence celebrate anniversary bf us feel one night stay enough waste money not feel privacy intimacy cozy outside room whole crowd tourist feel like walk shop mall promotional season see many people around feel every time walk lobby lounge whatever call call shopping mall area din area lobby win peaceful environment enjoy food chat watch time,Neutral
3362,no doubt property stun provide real focal point however property cannot judge look alone service count friends booked club room lounge access day arrive received e mail check detail tell go sands lounge tower excellent enter tower like waterloo station rush hour entrance sand lounge not immediately obvious even club room check process time consume operates ticket system like supermarket delicatessen first impression important not feel like value guest room excellent good size amenity would expect standard,Neutral
9340,upgraded even though first stay room spacious great harbour view view world famous pool gigantic furthermore property frustrate overcrowd mainly asian tourist overcrowd loud pool deck construction go pool deck massive queue check massive queue breakfast lifetime stay price way steep not view pool good alternative would sofitel nearby offer value money not great view pool,Neutral
5558,spend birthday mb think must try one time room hold decorate very big standard colour choose carpet moquette not pleasant doesn allow relax infinity pool control unfortunately always full people without respect overcrowd every time one good thing swim also night time order room service say good start not worthy money well choice price quality,Neutral
7941,famous infinity pool sky park offer generous entertain panoramic view city esp night shopping center garden bay within reach likely not really recommend family young child lobby pretty chaotic perhaps target market gamble shop crowd atmosphere quite opposite youd get hotel sentosa really matter preference,Neutral
8577,wife stay bit treat year wedding anniversary upon check advise wed anniversary get upgraded room absolutely fantastic love every minute pool sensational quite sad ever leave reason give star check noticed invoice numerous charge minibar not use minibar move can way could cool bottle water medication totally unaware fridge weight sensor automatically charge move item notice put item back not charge us,Neutral
2031,stay sand form rd th november room send survey link try fill nd dec fill mention link expire location very good face sea garden bay view fantastic service also good best view plus housekeep very attentive drinking tea first day housekeeper wang xing replenish tea bag put extra bag us also put extra bottle water us boil service really great big set back shower bad shower head u ever find star stay many hotel group,Neutral
7766,many people lobby bit messy staff kind not impressive room not good reputation bad thing damp linen awful pool very crowded staff very busy couldn feel welcome although view pool nice new want come,Neutral
465,check check remarkably swift amidst bustle enormous staff excellent room stun view bay garden harbour plane spotter good view binoculars busy airport room however look bit lack lustre mattress uncomfortable appreciate large balcony ate bar pool level high price snack size food extremely high price alcoholic beverage ensure not return very noisy adjacent shopping centre designer budget although good food outlet art science museum well worth visit bay garden magnificent especially december,Neutral
6388,visit see super tree not disappointed open curtain see full display excite think could walk onto balcony watch change colour room pretty ordinary disappointing pool roof back also tourists pay use pool area not guest breakfast good plenty choose,Neutral
2204,beautiful place near natural garden relax take good photo room very clean amaze bath room very basic room service expensive quite good swimming pool simply amaze very comfortable travel another place near restaurant department store art science museum bar club,Neutral
7827,grant place look awesome distance ever though create rooftop park across three skyscraper awesome however pass want enjoy hour relaxation bother go first nowhere indicate tower actually provide guest access rooftop mean actually travel th floor twice find one venue open non guest upon enter rooftop great view think disneyland load people very busy security check everywhere increasingly high price many great place one ain one really really really want go th floor take tower exit,Neutral
6892,stay club room room great excellent view bed super comfortable very spacious room ample space kid run service front desk excellent however say rest service standard breakfast rise need improvement request half boil egg serve hard boil egg request give egg hot water water wasn even hot eventually get raw egg breakfast service staff counter wasn much help either spread breakfast huge term quality average staycation past year slightly disappointed service render mbs nd stay mb sadly standard seem dipped,Neutral
4339,room clean expect price super crowd wasn enough space elevator come cause wait along time many people roof pool,Neutral
5655,thing great amazing pool roof view room good also rest very average big number everyone staff not stay,Neutral
3526,pool plus point service average room good even proper coffee machine inside room fridge full stuff charge world order another extra fridge cost even cool water provide heck no human interaction pool area lobby full passing people nothing shout pool view worth stay night use pool otherwise look elsewhere,Neutral
8715,mb company banquet banquet massive ballroom th floor convention hall meal course free flow beer hot chinese tea soft drink open course course banquet cold dish platter highlight scallop plump spring roll crispy smoked duck alright wok fried prawn slice chicken asparagus capsicum usually like asparagus do really well sauce good double boil chicken soup shimeji mushroom soup tasty chicken soup tender soft ingredient scallop mushroom bland braise mushroom broccoli oyster sauce lot cut broccoli blanch top braised mushroom sauce,Neutral
907,stayed night pay two flight early flight merlion suite meet requirement add bonus little room gym massage hairdressing room general staff room service butler lovely unfortunately downside management seem bit greedy flight pay two night order keep room still get charge breakfast next day clearly not one breakfast need no compensation need wait queue breakfast unless pay butler behalf pool overcrowd dirty come four year ago totally different think due pool great view place become popular,Neutral
5984,view pool course spectacular overall rest experience feel very overpriced checkin crowd slow stressful not welcome want big spend lot time wait wait give table breakfast min wait one morning wait lift arrive wait bar staff wait pool lounger become available get idea overall pleased stayed could swim pool wouldn go back wouldn say worth expensive staying longer night two,Neutral
4122,aesthetic amaze travel family kid easily highlight infinity swim pool take breath away kid awake stayed one week room very decent size second bed pull sofa iwht many hotel take approach wasn comfortable sofa bed very thin mattress get bring extra mattress bed still not very comfy amount space offering room think second decent bed enough space room stay club room access club good breakfast rush hour breakfast restaurant queue get also club offer afternoon,Neutral
9250,stay marina bay night reception receive staff very reserve distant room truly beautiful decorate equiped very high standard course everyone book marina bay look forward nice afternoon pool spectaculous view however come many string attach impossible find free sun bed generally every day pm space very limited nowhere sit put belonging pool overcrowd much felt like free public pool apart scream asian kid dont even mention chinese boy urineting lift floor drill noise entire stay due renovation work tower overall unfortunately,Neutral
323,get premier sky room big size little dull very good view city long line check crowd pool very expensive terrace restaurant get room locate complete diferent building stay us spectacular building zero five star experience,Neutral
441,book two night stay meet greet meet greet excellent get airport smoothly late night however elevator tower no get stuck floor number keep jerk us jet lag didn affect much porter carry bag start freak get phone security excellent view arboretum room enjoy everything except reason come rooftop infinity pool freeze cold couldn really try last time stay raffle pool outstanding couldn even tell difference air temperature water,Neutral
9360,stay night tower floor view incredible balcony face garden bay could even see hear even show room far concern honestly not happy huge queue check luggage take minute deliver room problem not people tower bathroom big no bath tub toiletry typically chinese brand didnt look luxurious go twice pool couldnt enter like fish pond incredibly full sky park something nice sunset hour drink nibble outside wish,Neutral
6130,spend two night relative solitude sofitel sentosa resort spa target marina bay sand next hit life saving sense marina bay sand always busy day bask pool sofitel get sms mb ask time arrival etc etc expedite check no worry send sms cheeky upgrade request arrive taxi mb tower face permanent pokemon go gather seem good stuff lobby caught wait queue check staff member come ask detail ok say walks no reason give no advantage apparent bad come room wasn ready,Neutral
11051,marina bay sand experience summarise terrible metaphor think look suite room service menu spot mi goreng price probably pretty good mi goreng sure presentation would exquisite really worth probably not marina bay sand mbs stay orchid suite mb three night quick vacation definitely amaze incredible architecture building far amazement go want high society personalise experience use boutique hotel regardless much pay mb not deliver definitely feel like sheep pack,Neutral
9066,didnt stay personally relative instead book e premier room garden view allocate room th floor face garden bay spectacular view garden well surround very spacious room spacious bathroom bathtub well stand shower kid go pool different timing wasnt crowd even though weekend compare first visit garden city view cafe near pool spectacular early online book get much cheap price miss thats experience book get good rate not worth pay one night stay,Neutral
8987,type far breathtaking look outside pool bar restaurant rooftop amaze light show structure take breath away elements weigh standard amenity room within unless prepared spend thousand per night nice experience would rather stay marina bay appreciate mb outside,Neutral
7146,perfect room amenity prefer small boutique hotel individual personalized service staff marina try give virtually impossible many room people lobby like mall constantly busy crowd,Neutral
6459,great view city skyline experience infinity pool pretty good however very crowded almost everywhere within resort bad experience valet communication very poor occasion car couldn locate due write carplate number wrongly good experience not return,Neutral
7348,truly top class however somehow star exclusivity privacy sadly miss highlight must roof poolside awesome city view restaurant tough book due brisk business overall wud say good experience sure,Neutral
2938,stay four night whilst husband conference staff pleasant enough size very impersonal pool area amaze very crowd spago restaurant excellent service great room ok nothing special,Neutral
7989,consider amount room spread three tower quality service general attention detail remarquable line asian standard especially consider mall casino next door part complex city view impressive either city bay river overlook garden side deal way see spread quickly change visit visit infiniti pool undoubtedly worth visit stun view feel refreshing water whilst high air however pool clearly not meant swim destination rather crowd people take picture no,Neutral
2831,expect bell whistle get bit heart find lack sense inconsistency staff service exceptional very ordinary although limited eating restaurant say average club well probably win back want selfie hard beat infinity pool top floor skyline backdrop not disappoint,Neutral
9457,big mistake book three night marina bay sand golden week entire transform chinatown not chinese bit turn focus thing chinese one chinese restaurant ground floor family turn away door pm although could see couple empty table inside guess want serve deep pocket chinese diner incredible infinity pool roof die go back bet win chinese holiday spending every minute pool,Neutral
1309,best way describe mb mcdonald would marina bay sand genuinely feel like drive nothing really wrong feel impersonal detach architecturally marvel engineering lack important bit personality pool attracts worst kind visitor social medium influencers blogger selfie selfie take photo everything consume oh russian pesky russian desire wear provide robe slipper room level way pool level reason rest folk follow trend breakfast rise simply outstanding pay money folk enjoy great breakfast lavo,Neutral
6288,stay two night room orchid suite city view strait view well bathroom last december way back home christmas holiday maldives find far many people everything become uncomfortable except room every morning queue breakfast lobby mile long could not imagine long people need wait breakfast tell breakfast also offer level queue wait minute lead table not many choice food quickly go due high demand not sure whether food cook not enough simply,Neutral
859,know go disneyland expect crowd people miserably unhappy child long queue marina bay sand get huge number one many thousand go one selfie infinity pool like kardashian stun get wrong august busy tire stay legendary pool people water queue lift check checkout epic staff despite overwhelmed remain fantastically friendly,Neutral
4331,absolutely fabulous spotlessly clean architectully spectacular staff really helpful bad bit experience tip arrive underground two stops end line one call bayfront one call bay sand think stop call bay sand isn actually bays sand stop actually half mile walk away actually need bayfront stop sits der real disappoint book april see tv always want see f night race september think let go rang ask booked best room view grand prix tell make sure book deluxe,Neutral
9301,june location good taxi know marina sand easy get around generally no complaint facility il like fact shop very convenient would like bring incident family member slip fell outside lift due wet floor guest drip wet pool enter lift something look perhaps could also notify guest properly towel dry get pool report issue one staff buffet spread very generous however note guest waste food wonder could stop wastage reception,Neutral
7790,yes huge casino one expect line time time isn stay wasn bother make point not stay even attend exhibition mb very busy one not expect much privacy peace quiet except room large well appoint queue line check line breakfast buffet line elevator line almost anything although automate express check quick hassle free pool spectacular way crowd part casino mall exhibition complex plenty see,Neutral
10317,nd time stay disappoint many people pool strict pay like sgd extra key card like free something also no free breakfast still service good location fine,Neutral
5116,everytime go never stay even though often go mall time try stay actually quite nice beautiful view moreover swim pool very famous good spot take picture view city room also clean crowd uncomfortable many hotel price comfortable,Neutral
5984,view pool course spectacular overall rest experience feel very overpriced checkin crowd slow stressful not welcome want big spend lot time wait wait give table breakfast min wait one morning wait lift arrive wait bar staff wait pool lounger become available get idea overall pleased stayed could swim pool wouldn go back wouldn say worth expensive staying longer night two,Neutral
6213,thought would good experience stay disappoint overall experience room ok far overprice get restaurant queue especially breakfast not acceptable staff overall stress unfriendly pool crowd cannot impression would expect picture see,Neutral
10832,huge tower factory interest view pool roof otherwise room vey expensive breakfast crowd no charm dont recommend mn airport bathroom fine room ok would not come back,Neutral
3722,long wait time check long wait time use lifts take age get intend level extremely annoy arrive also stop level infinity pool night boast amazing view would not recommend stay except use pool spectacular view gimmicky infinity pool experience,Neutral
8635,very nice staff efficient service mind very big hotell room very ordinary fantastic view city crowd lobby crowd lift crowd rooftop pool bit crowd us book quiet next time,Neutral
5844,beautiful view though worth pay go redeem skye bar go use voucher towards cocktail end pay amaze drink look world amaze skyline high rise light far eye see,Neutral
10063,stay three day place crowd take us minute check front desk poorly train get room fridge flood no coffee tea bags surroundings pool dirty pile high use damp towel not five star would not go back,Neutral
8658,attend conference mb make sense stay close conference conference facility across road excellent shop casino ok nothing brilliant casino room ok food main chinese lobby restaurant also quite ok respect mb very good lobby main area resemble railway station people run everywhere push trolley suitcase long queue etc staff one occasion not helpful really detract mbs experience,Neutral
8789,impersonal overprice no breakfast include isolated location unfriendly staff poor room clean good pool suggest try elsewhere outrageous room cost no sense star,Neutral
8837,little indifferent towards aesthetically please luxurious presentation enjoy mega hotel indulgence love interest experience try not cup tea infinity pool bit circus later stay three night two interconnect room amaze view maximize floor ceiling window bed furniture finish top quality comfort level room might make not want leave amenity exquisite promptly replenish need great selection room tea coffee no nescafe see check experience lots instruction give ensure smooth stay,Neutral
1888,first thing enter long line check like queue bus stop observe continuous three day us offer no sit arrangement drink toilet water arrangement require indians not pro room din pre arrange trolley good,Neutral
1584,amazing architecture part story very spacious nice room bathroom far big crowded staff try friendly busy breakfast very expensive not worth price spa super expensive very disappointing experience,Neutral
